Supplier_Name,Part_Number,Price_USD,PO_Number,PO_Created_Date,Original_Promise_Date,Supplier_Delivered_Date,Delivery_Speed_Days,Delay_Days,On_Time_Delivery,Year
Supplier B,PART-0095,172.33,PO-414156,2025-09-12,2025-10-04,2025-10-09,27,5,0,2025
Supplier C,PART-0034,385.57,PO-414157,2024-08-09,2024-08-29,2024-09-01,23,3,0,2024
Supplier A,PART-0013,96.6,PO-414158,2024-12-10,2024-12-13,2024-12-10,0,-3,1,2024
Supplier B,PART-0008,231.47,PO-414159,2025-10-01,2025-10-11,2025-10-20,19,9,0,2025
Supplier B,PART-0053,147.27,PO-414160,2024-02-27,2024-03-02,2024-03-02,4,0,1,2024
Supplier C,PART-0092,68.65,PO-414161,2025-02-13,2025-02-18,2025-02-14,1,-4,1,2025
Supplier A,PART-0003,137.72,PO-414162,2024-03-04,2024-03-10,2024-03-05,1,-5,1,2024
Supplier C,PART-0019,284.66,PO-414163,2025-07-01,2025-07-13,2025-07-18,17,5,0,2025
Supplier C,PART-0090,79.14,PO-414164,2024-10-17,2024-10-21,2024-10-20,3,-1,1,2024
Supplier A,PART-0012,80.71,PO-414165,2024-05-02,2024-05-09,2024-05-05,3,-4,1,2024
Supplier B,PART-0075,181.11,PO-414166,2024-02-10,2024-02-26,2024-03-09,28,12,0,2024
Supplier A,PART-0063,183.09,PO-414167,2024-07-19,2024-08-12,2024-08-16,28,4,0,2024
Supplier C,PART-0078,124.03,PO-414168,2024-07-02,2024-07-08,2024-07-08,6,0,1,2024
Supplier B,PART-0066,63.5,PO-414169,2025-07-15,2025-07-22,2025-07-22,7,0,1,2025
Supplier A,PART-0067,310.0,PO-414170,2024-03-05,2024-03-17,2024-03-27,22,10,0,2024
Supplier A,PART-0022,82.48,PO-414171,2025-10-31,2025-11-07,2025-11-04,4,-3,1,2025
Supplier A,PART-0078,275.55,PO-414172,2024-02-03,2024-02-23,2024-02-26,23,3,0,2024
Supplier B,PART-0031,162.62,PO-414173,2024-09-21,2024-10-01,2024-10-16,25,15,0,2024
Supplier C,PART-0056,220.21,PO-414174,2024-02-21,2024-03-08,2024-03-21,29,13,0,2024
Supplier A,PART-0015,91.05,PO-414175,2024-05-28,2024-06-03,2024-05-31,3,-3,1,2024
Supplier C,PART-0085,54.09,PO-414176,2024-11-05,2024-11-11,2024-11-08,3,-3,1,2024
Supplier B,PART-0086,181.65,PO-414177,2024-04-28,2024-05-12,2024-05-15,17,3,0,2024
Supplier C,PART-0037,387.52,PO-414178,2024-01-02,2024-01-22,2024-01-31,29,9,0,2024
Supplier C,PART-0077,113.42,PO-414179,2025-04-13,2025-04-17,2025-04-14,1,-3,1,2025
Supplier A,PART-0083,208.13,PO-414180,2024-10-29,2024-11-19,2024-11-22,24,3,0,2024
Supplier C,PART-0094,86.33,PO-414181,2024-04-21,2024-04-28,2024-04-26,5,-2,1,2024
Supplier A,PART-0035,375.87,PO-414182,2024-01-23,2024-02-02,2024-02-08,16,6,0,2024
Supplier B,PART-0071,376.48,PO-414183,2024-09-21,2024-10-13,2024-10-26,35,13,0,2024
Supplier B,PART-0088,319.53,PO-414184,2024-09-25,2024-10-19,2024-10-22,27,3,0,2024
Supplier A,PART-0043,260.58,PO-414185,2025-02-01,2025-02-26,2025-03-04,31,6,0,2025
Supplier B,PART-0038,69.82,PO-414186,2025-07-24,2025-07-27,2025-07-22,-2,-5,1,2025
Supplier C,PART-0099,124.6,PO-414187,2024-04-06,2024-04-09,2024-04-05,-1,-4,1,2024
Supplier A,PART-0009,90.92,PO-414188,2024-09-16,2024-09-23,2024-09-22,6,-1,1,2024
Supplier B,PART-0068,396.51,PO-414189,2024-09-14,2024-09-25,2024-10-06,22,11,0,2024
Supplier A,PART-0100,316.32,PO-414190,2024-08-20,2024-09-12,2024-09-16,27,4,0,2024
Supplier A,PART-0032,140.82,PO-414191,2025-02-27,2025-03-06,2025-03-01,2,-5,1,2025
Supplier C,PART-0064,184.07,PO-414192,2025-05-28,2025-06-08,2025-06-23,26,15,0,2025
Supplier A,PART-0093,200.04,PO-414193,2025-08-09,2025-08-20,2025-09-03,25,14,0,2025
Supplier A,PART-0048,249.98,PO-414194,2025-02-17,2025-03-13,2025-03-20,31,7,0,2025
Supplier A,PART-0031,106.1,PO-414195,2024-04-11,2024-04-16,2024-04-11,0,-5,1,2024
Supplier A,PART-0054,312.36,PO-414196,2025-02-26,2025-03-18,2025-03-25,27,7,0,2025
Supplier A,PART-0058,172.71,PO-414197,2025-07-11,2025-07-24,2025-07-27,16,3,0,2025
Supplier A,PART-0093,324.82,PO-414198,2024-11-18,2024-12-02,2024-12-17,29,15,0,2024
Supplier B,PART-0030,279.63,PO-414199,2024-01-21,2024-02-11,2024-02-21,31,10,0,2024
Supplier A,PART-0030,80.32,PO-414200,2025-12-01,2025-12-08,2025-12-07,6,-1,1,2025
Supplier B,PART-0090,324.52,PO-414201,2025-08-27,2025-09-18,2025-09-27,31,9,0,2025
Supplier A,PART-0036,364.55,PO-414202,2025-09-17,2025-10-02,2025-10-11,24,9,0,2025
Supplier C,PART-0037,261.76,PO-414203,2025-10-30,2025-11-22,2025-11-23,24,1,0,2025
Supplier A,PART-0018,118.12,PO-414204,2025-03-29,2025-04-02,2025-03-29,0,-4,1,2025
Supplier B,PART-0097,164.07,PO-414205,2025-01-28,2025-02-11,2025-02-14,17,3,0,2025
Supplier B,PART-0032,374.32,PO-414206,2025-09-13,2025-09-27,2025-10-01,18,4,0,2025
Supplier C,PART-0065,336.62,PO-414207,2024-11-10,2024-11-21,2024-12-04,24,13,0,2024
Supplier C,PART-0093,144.53,PO-414208,2024-07-07,2024-07-10,2024-07-08,1,-2,1,2024
Supplier C,PART-0058,191.59,PO-414209,2025-06-08,2025-06-29,2025-07-12,34,13,0,2025
Supplier B,PART-0033,287.81,PO-414210,2025-11-22,2025-12-11,2025-12-13,21,2,0,2025
Supplier A,PART-0023,83.01,PO-414211,2024-05-19,2024-05-22,2024-05-20,1,-2,1,2024
Supplier A,PART-0024,137.35,PO-414212,2024-08-09,2024-08-12,2024-08-10,1,-2,1,2024
Supplier C,PART-0066,269.92,PO-414213,2024-04-26,2024-05-11,2024-05-18,22,7,0,2024
Supplier C,PART-0021,362.7,PO-414214,2024-12-18,2025-01-11,2025-01-12,25,1,0,2024
Supplier C,PART-0099,56.91,PO-414215,2025-10-23,2025-10-28,2025-10-24,1,-4,1,2025
Supplier B,PART-0006,206.25,PO-414216,2025-10-02,2025-10-26,2025-11-01,30,6,0,2025
Supplier A,PART-0019,105.93,PO-414217,2025-03-30,2025-04-05,2025-04-03,4,-2,1,2025
Supplier B,PART-0046,110.05,PO-414218,2025-08-06,2025-08-13,2025-08-10,4,-3,1,2025
Supplier B,PART-0060,120.36,PO-414219,2025-01-24,2025-01-27,2025-01-26,2,-1,1,2025
Supplier B,PART-0077,187.47,PO-414220,2024-02-25,2024-03-13,2024-03-22,26,9,0,2024
Supplier B,PART-0092,315.64,PO-414221,2024-06-04,2024-06-15,2024-06-21,17,6,0,2024
Supplier C,PART-0047,239.93,PO-414222,2025-12-19,2026-01-12,2026-01-18,30,6,0,2025
Supplier B,PART-0092,213.74,PO-414223,2025-12-30,2026-01-09,2026-01-11,12,2,0,2025
Supplier C,PART-0091,143.73,PO-414224,2024-11-01,2024-11-06,2024-11-05,4,-1,1,2024
Supplier A,PART-0037,377.08,PO-414225,2024-02-22,2024-03-16,2024-03-27,34,11,0,2024
Supplier C,PART-0032,288.17,PO-414226,2024-07-31,2024-08-17,2024-08-20,20,3,0,2024
Supplier B,PART-0022,222.6,PO-414227,2024-07-12,2024-07-23,2024-07-31,19,8,0,2024
Supplier B,PART-0076,378.64,PO-414228,2024-10-26,2024-11-12,2024-11-18,23,6,0,2024
Supplier C,PART-0029,316.6,PO-414229,2024-08-29,2024-09-15,2024-09-23,25,8,0,2024
Supplier A,PART-0077,236.68,PO-414230,2025-06-06,2025-06-17,2025-06-28,22,11,0,2025
Supplier A,PART-0090,399.29,PO-414231,2024-07-05,2024-07-24,2024-08-04,30,11,0,2024
Supplier B,PART-0026,234.3,PO-414232,2024-01-02,2024-01-27,2024-02-03,32,7,0,2024
Supplier A,PART-0017,57.34,PO-414233,2024-06-19,2024-06-26,2024-06-24,5,-2,1,2024
Supplier A,PART-0046,291.48,PO-414234,2024-12-30,2025-01-13,2025-01-18,19,5,0,2024
Supplier A,PART-0026,79.86,PO-414235,2024-10-21,2024-10-28,2024-10-25,4,-3,1,2024
Supplier C,PART-0092,89.57,PO-414236,2025-11-13,2025-11-17,2025-11-16,3,-1,1,2025
Supplier A,PART-0096,325.78,PO-414237,2025-10-10,2025-11-03,2025-11-05,26,2,0,2025
Supplier B,PART-0011,310.18,PO-414238,2025-12-07,2025-12-24,2026-01-02,26,9,0,2025
Supplier A,PART-0033,149.35,PO-414239,2025-09-14,2025-09-20,2025-09-20,6,0,1,2025
Supplier B,PART-0045,76.83,PO-414240,2024-06-30,2024-07-05,2024-07-04,4,-1,1,2024
Supplier B,PART-0062,76.51,PO-414241,2024-06-11,2024-06-18,2024-06-18,7,0,1,2024
Supplier C,PART-0037,270.01,PO-414242,2025-03-11,2025-03-22,2025-04-01,21,10,0,2025
Supplier B,PART-0040,114.63,PO-414243,2024-12-31,2025-01-04,2024-12-31,0,-4,1,2024
Supplier C,PART-0093,96.75,PO-414244,2025-03-10,2025-03-14,2025-03-12,2,-2,1,2025
Supplier A,PART-0018,71.0,PO-414245,2024-12-03,2024-12-07,2024-12-04,1,-3,1,2024
Supplier A,PART-0097,382.01,PO-414246,2024-08-07,2024-08-17,2024-08-21,14,4,0,2024
Supplier A,PART-0026,113.97,PO-414247,2025-06-03,2025-06-10,2025-06-09,6,-1,1,2025
Supplier B,PART-0034,99.08,PO-414248,2024-04-25,2024-04-30,2024-04-26,1,-4,1,2024
Supplier B,PART-0020,330.9,PO-414249,2024-04-03,2024-04-27,2024-04-28,25,1,0,2024
Supplier C,PART-0022,188.11,PO-414250,2024-04-13,2024-05-08,2024-05-21,38,13,0,2024
Supplier C,PART-0082,130.89,PO-414251,2025-09-24,2025-09-27,2025-09-25,1,-2,1,2025
Supplier B,PART-0077,397.31,PO-414252,2025-07-08,2025-07-21,2025-07-30,22,9,0,2025
Supplier B,PART-0075,176.53,PO-414253,2025-02-05,2025-02-23,2025-03-01,24,6,0,2025
Supplier C,PART-0092,64.86,PO-414254,2025-06-16,2025-06-22,2025-06-21,5,-1,1,2025
Supplier B,PART-0093,250.24,PO-414255,2024-08-05,2024-08-18,2024-08-26,21,8,0,2024
Supplier B,PART-0096,299.16,PO-414256,2024-07-31,2024-08-15,2024-08-29,29,14,0,2024
Supplier C,PART-0097,65.75,PO-414257,2025-06-27,2025-07-03,2025-07-02,5,-1,1,2025
Supplier C,PART-0076,89.21,PO-414258,2024-10-16,2024-10-23,2024-10-19,3,-4,1,2024
Supplier C,PART-0087,60.48,PO-414259,2024-07-18,2024-07-22,2024-07-17,-1,-5,1,2024
Supplier A,PART-0080,226.61,PO-414260,2025-08-31,2025-09-11,2025-09-18,18,7,0,2025
Supplier B,PART-0097,244.62,PO-414261,2025-09-13,2025-09-24,2025-10-01,18,7,0,2025
Supplier C,PART-0074,102.81,PO-414262,2025-06-25,2025-06-30,2025-06-29,4,-1,1,2025
Supplier B,PART-0074,243.91,PO-414263,2025-07-23,2025-08-06,2025-08-08,16,2,0,2025
Supplier B,PART-0054,65.38,PO-414264,2025-02-27,2025-03-03,2025-02-28,1,-3,1,2025
Supplier A,PART-0088,314.09,PO-414265,2024-05-31,2024-06-17,2024-06-19,19,2,0,2024
Supplier C,PART-0009,300.24,PO-414266,2025-12-16,2025-12-31,2026-01-01,16,1,0,2025
Supplier C,PART-0080,63.96,PO-414267,2024-05-19,2024-05-25,2024-05-22,3,-3,1,2024
Supplier C,PART-0075,112.27,PO-414268,2025-12-19,2025-12-25,2025-12-20,1,-5,1,2025
Supplier C,PART-0089,101.6,PO-414269,2025-08-12,2025-08-17,2025-08-16,4,-1,1,2025
Supplier A,PART-0001,146.18,PO-414270,2025-08-19,2025-08-25,2025-08-21,2,-4,1,2025
Supplier B,PART-0038,95.88,PO-414271,2025-09-23,2025-09-30,2025-09-29,6,-1,1,2025
Supplier A,PART-0060,364.19,PO-414272,2024-04-09,2024-04-29,2024-05-10,31,11,0,2024
Supplier B,PART-0022,196.6,PO-414273,2024-02-14,2024-03-08,2024-03-11,26,3,0,2024
Supplier C,PART-0045,232.18,PO-414274,2024-11-20,2024-12-06,2024-12-17,27,11,0,2024
Supplier B,PART-0007,194.75,PO-414275,2025-02-15,2025-03-01,2025-03-15,28,14,0,2025
Supplier A,PART-0004,112.09,PO-414276,2024-08-21,2024-08-24,2024-08-23,2,-1,1,2024
Supplier A,PART-0028,56.13,PO-414277,2025-02-24,2025-03-03,2025-02-26,2,-5,1,2025
Supplier A,PART-0037,165.2,PO-414278,2024-06-24,2024-07-11,2024-07-23,29,12,0,2024
Supplier C,PART-0097,84.77,PO-414279,2025-07-29,2025-08-02,2025-08-01,3,-1,1,2025
Supplier C,PART-0047,277.53,PO-414280,2024-04-14,2024-04-25,2024-04-28,14,3,0,2024
Supplier C,PART-0097,74.79,PO-414281,2024-02-16,2024-02-20,2024-02-20,4,0,1,2024
Supplier C,PART-0004,184.99,PO-414282,2024-01-25,2024-02-16,2024-02-19,25,3,0,2024
Supplier B,PART-0052,130.89,PO-414283,2025-01-03,2025-01-06,2025-01-01,-2,-5,1,2025
Supplier A,PART-0003,85.28,PO-414284,2024-06-01,2024-06-07,2024-06-06,5,-1,1,2024
Supplier C,PART-0055,337.2,PO-414285,2025-10-07,2025-10-24,2025-10-25,18,1,0,2025
Supplier C,PART-0076,108.21,PO-414286,2025-12-05,2025-12-08,2025-12-06,1,-2,1,2025
Supplier B,PART-0100,350.98,PO-414287,2025-04-11,2025-04-26,2025-05-11,30,15,0,2025
Supplier A,PART-0067,308.48,PO-414288,2025-01-07,2025-01-17,2025-01-26,19,9,0,2025
Supplier A,PART-0067,294.3,PO-414289,2024-02-10,2024-03-02,2024-03-16,35,14,0,2024
Supplier A,PART-0055,347.22,PO-414290,2025-08-09,2025-08-21,2025-08-27,18,6,0,2025
Supplier A,PART-0044,334.21,PO-414291,2025-05-29,2025-06-15,2025-06-20,22,5,0,2025
Supplier A,PART-0074,226.32,PO-414292,2025-07-21,2025-08-08,2025-08-10,20,2,0,2025
Supplier B,PART-0093,242.39,PO-414293,2024-05-14,2024-05-27,2024-06-07,24,11,0,2024
Supplier C,PART-0082,135.42,PO-414294,2025-05-15,2025-05-18,2025-05-13,-2,-5,1,2025
Supplier A,PART-0050,237.65,PO-414295,2024-01-06,2024-01-24,2024-01-25,19,1,0,2024
Supplier B,PART-0009,382.71,PO-414296,2024-01-18,2024-02-04,2024-02-18,31,14,0,2024
Supplier A,PART-0092,224.58,PO-414297,2025-04-29,2025-05-09,2025-05-11,12,2,0,2025
Supplier A,PART-0059,374.84,PO-414298,2024-04-02,2024-04-12,2024-04-17,15,5,0,2024
Supplier C,PART-0045,312.11,PO-414299,2024-05-26,2024-06-14,2024-06-23,28,9,0,2024
Supplier A,PART-0017,131.39,PO-414300,2024-12-21,2024-12-26,2024-12-22,1,-4,1,2024
Supplier A,PART-0059,181.59,PO-414301,2024-11-19,2024-12-14,2024-12-17,28,3,0,2024
Supplier A,PART-0063,210.64,PO-414302,2025-01-19,2025-02-13,2025-02-19,31,6,0,2025
Supplier B,PART-0018,162.64,PO-414303,2025-10-31,2025-11-25,2025-11-26,26,1,0,2025
Supplier C,PART-0098,139.21,PO-414304,2025-07-27,2025-08-02,2025-08-02,6,0,1,2025
Supplier B,PART-0079,320.02,PO-414305,2025-05-25,2025-06-09,2025-06-20,26,11,0,2025
Supplier A,PART-0086,251.63,PO-414306,2024-09-19,2024-10-08,2024-10-11,22,3,0,2024
Supplier A,PART-0052,361.66,PO-414307,2025-06-24,2025-07-18,2025-08-02,39,15,0,2025
Supplier B,PART-0097,199.77,PO-414308,2025-11-13,2025-12-08,2025-12-14,31,6,0,2025
Supplier C,PART-0020,351.24,PO-414309,2024-02-29,2024-03-19,2024-03-29,29,10,0,2024
Supplier B,PART-0041,128.49,PO-414310,2025-07-17,2025-07-23,2025-07-18,1,-5,1,2025
Supplier B,PART-0026,171.87,PO-414311,2024-06-09,2024-06-30,2024-07-08,29,8,0,2024
Supplier C,PART-0072,63.89,PO-414312,2025-07-26,2025-07-29,2025-07-28,2,-1,1,2025
Supplier C,PART-0043,338.93,PO-414313,2024-08-28,2024-09-22,2024-09-29,32,7,0,2024
Supplier B,PART-0053,102.78,PO-414314,2025-03-11,2025-03-17,2025-03-17,6,0,1,2025
Supplier B,PART-0098,394.7,PO-414315,2024-02-18,2024-03-12,2024-03-19,30,7,0,2024
Supplier B,PART-0078,226.07,PO-414316,2024-08-31,2024-09-11,2024-09-25,25,14,0,2024
Supplier A,PART-0060,381.35,PO-414317,2024-06-18,2024-07-06,2024-07-20,32,14,0,2024
Supplier C,PART-0019,236.36,PO-414318,2025-10-21,2025-11-07,2025-11-12,22,5,0,2025
Supplier A,PART-0056,315.88,PO-414319,2024-11-01,2024-11-17,2024-11-21,20,4,0,2024
Supplier C,PART-0049,211.39,PO-414320,2025-08-04,2025-08-16,2025-08-22,18,6,0,2025
Supplier A,PART-0050,235.1,PO-414321,2025-08-08,2025-09-02,2025-09-14,37,12,0,2025
Supplier B,PART-0074,272.17,PO-414322,2025-12-06,2025-12-16,2025-12-30,24,14,0,2025
Supplier C,PART-0053,267.21,PO-414323,2025-08-14,2025-08-29,2025-09-03,20,5,0,2025
Supplier B,PART-0089,379.12,PO-414324,2024-09-22,2024-10-08,2024-10-17,25,9,0,2024
Supplier A,PART-0054,198.38,PO-414325,2024-02-10,2024-03-04,2024-03-11,30,7,0,2024
Supplier B,PART-0062,106.57,PO-414326,2025-06-13,2025-06-16,2025-06-11,-2,-5,1,2025
Supplier A,PART-0043,274.34,PO-414327,2025-06-24,2025-07-12,2025-07-13,19,1,0,2025
Supplier A,PART-0026,133.74,PO-414328,2024-01-09,2024-01-15,2024-01-11,2,-4,1,2024
Supplier C,PART-0098,76.25,PO-414329,2025-05-23,2025-05-26,2025-05-21,-2,-5,1,2025
Supplier A,PART-0037,293.21,PO-414330,2024-09-14,2024-10-03,2024-10-11,27,8,0,2024
Supplier A,PART-0040,213.83,PO-414331,2024-04-16,2024-05-03,2024-05-14,28,11,0,2024
Supplier A,PART-0041,184.34,PO-414332,2024-04-19,2024-05-03,2024-05-09,20,6,0,2024
Supplier C,PART-0003,308.13,PO-414333,2025-08-14,2025-09-02,2025-09-11,28,9,0,2025
Supplier A,PART-0089,161.26,PO-414334,2025-04-03,2025-04-13,2025-04-22,19,9,0,2025
Supplier A,PART-0087,193.76,PO-414335,2025-11-02,2025-11-24,2025-12-05,33,11,0,2025
Supplier B,PART-0096,301.07,PO-414336,2025-07-06,2025-07-16,2025-07-25,19,9,0,2025
Supplier C,PART-0038,298.53,PO-414337,2025-07-26,2025-08-13,2025-08-19,24,6,0,2025
Supplier A,PART-0092,335.96,PO-414338,2025-12-23,2026-01-05,2026-01-07,15,2,0,2025
Supplier C,PART-0040,321.13,PO-414339,2025-11-18,2025-12-04,2025-12-18,30,14,0,2025
Supplier C,PART-0005,227.3,PO-414340,2025-03-06,2025-03-26,2025-04-04,29,9,0,2025
Supplier A,PART-0070,277.86,PO-414341,2024-08-22,2024-09-15,2024-09-16,25,1,0,2024
Supplier A,PART-0091,236.54,PO-414342,2024-06-22,2024-07-02,2024-07-04,12,2,0,2024
Supplier C,PART-0079,77.51,PO-414343,2025-10-19,2025-10-26,2025-10-24,5,-2,1,2025
Supplier B,PART-0009,371.98,PO-414344,2025-10-02,2025-10-23,2025-11-01,30,9,0,2025
Supplier A,PART-0034,196.09,PO-414345,2025-01-30,2025-02-14,2025-02-23,24,9,0,2025
Supplier A,PART-0004,145.73,PO-414346,2025-03-24,2025-03-30,2025-03-25,1,-5,1,2025
Supplier B,PART-0010,332.75,PO-414347,2025-11-15,2025-11-26,2025-12-09,24,13,0,2025
Supplier A,PART-0049,260.05,PO-414348,2025-04-07,2025-04-28,2025-05-07,30,9,0,2025
Supplier B,PART-0044,131.71,PO-414349,2025-11-02,2025-11-06,2025-11-04,2,-2,1,2025
Supplier C,PART-0072,94.61,PO-414350,2025-11-03,2025-11-06,2025-11-02,-1,-4,1,2025
Supplier A,PART-0030,108.51,PO-414351,2025-08-15,2025-08-20,2025-08-16,1,-4,1,2025
Supplier B,PART-0048,119.44,PO-414352,2025-11-09,2025-11-16,2025-11-14,5,-2,1,2025
Supplier A,PART-0008,102.11,PO-414353,2024-08-22,2024-08-25,2024-08-25,3,0,1,2024
Supplier C,PART-0026,336.7,PO-414354,2024-04-08,2024-05-01,2024-05-05,27,4,0,2024
Supplier B,PART-0018,203.1,PO-414355,2025-08-08,2025-08-31,2025-09-13,36,13,0,2025
Supplier C,PART-0041,365.21,PO-414356,2024-08-05,2024-08-24,2024-08-31,26,7,0,2024
Supplier C,PART-0029,343.41,PO-414357,2024-02-28,2024-03-17,2024-03-18,19,1,0,2024
Supplier A,PART-0087,393.51,PO-414358,2024-09-10,2024-09-29,2024-10-04,24,5,0,2024
Supplier A,PART-0027,78.78,PO-414359,2025-12-28,2025-12-31,2025-12-31,3,0,1,2025
Supplier B,PART-0049,81.72,PO-414360,2024-06-06,2024-06-10,2024-06-09,3,-1,1,2024
Supplier A,PART-0013,140.1,PO-414361,2025-09-02,2025-09-07,2025-09-07,5,0,1,2025
Supplier C,PART-0014,321.42,PO-414362,2025-08-03,2025-08-18,2025-08-29,26,11,0,2025
Supplier B,PART-0040,104.63,PO-414363,2025-05-08,2025-05-12,2025-05-12,4,0,1,2025
Supplier B,PART-0050,50.9,PO-414364,2025-09-28,2025-10-04,2025-10-01,3,-3,1,2025
Supplier B,PART-0059,143.49,PO-414365,2025-07-18,2025-07-25,2025-07-20,2,-5,1,2025
Supplier A,PART-0019,58.25,PO-414366,2025-07-25,2025-07-28,2025-07-23,-2,-5,1,2025
Supplier B,PART-0009,299.29,PO-414367,2025-02-17,2025-03-05,2025-03-12,23,7,0,2025
Supplier C,PART-0071,114.8,PO-414368,2024-08-26,2024-08-29,2024-08-24,-2,-5,1,2024
Supplier A,PART-0013,112.95,PO-414369,2024-06-16,2024-06-23,2024-06-18,2,-5,1,2024
Supplier A,PART-0040,308.22,PO-414370,2024-05-30,2024-06-16,2024-06-26,27,10,0,2024
Supplier C,PART-0050,198.73,PO-414371,2025-11-28,2025-12-21,2026-01-01,34,11,0,2025
Supplier C,PART-0095,115.81,PO-414372,2024-09-13,2024-09-20,2024-09-15,2,-5,1,2024
Supplier C,PART-0035,288.66,PO-414373,2025-09-12,2025-10-01,2025-10-10,28,9,0,2025
Supplier A,PART-0035,189.04,PO-414374,2024-05-16,2024-05-30,2024-06-08,23,9,0,2024
Supplier A,PART-0048,370.62,PO-414375,2025-07-25,2025-08-04,2025-08-14,20,10,0,2025
Supplier B,PART-0046,121.37,PO-414376,2025-10-06,2025-10-09,2025-10-06,0,-3,1,2025
Supplier C,PART-0051,379.36,PO-414377,2024-10-14,2024-10-31,2024-11-14,31,14,0,2024
Supplier C,PART-0057,230.4,PO-414378,2025-11-05,2025-11-17,2025-11-25,20,8,0,2025
Supplier B,PART-0070,375.59,PO-414379,2025-04-20,2025-05-09,2025-05-15,25,6,0,2025
Supplier B,PART-0031,367.95,PO-414380,2025-03-26,2025-04-11,2025-04-18,23,7,0,2025
Supplier B,PART-0058,135.27,PO-414381,2024-10-23,2024-10-29,2024-10-27,4,-2,1,2024
Supplier B,PART-0030,172.58,PO-414382,2024-05-06,2024-05-21,2024-05-28,22,7,0,2024
Supplier C,PART-0079,116.2,PO-414383,2024-01-21,2024-01-27,2024-01-26,5,-1,1,2024
Supplier A,PART-0010,82.31,PO-414384,2025-08-30,2025-09-03,2025-09-02,3,-1,1,2025
Supplier B,PART-0092,320.8,PO-414385,2024-03-08,2024-03-29,2024-04-04,27,6,0,2024
Supplier B,PART-0044,101.63,PO-414386,2024-03-08,2024-03-12,2024-03-10,2,-2,1,2024
Supplier A,PART-0084,355.64,PO-414387,2024-05-09,2024-05-26,2024-05-30,21,4,0,2024
Supplier B,PART-0092,397.72,PO-414388,2025-06-02,2025-06-23,2025-06-28,26,5,0,2025
Supplier A,PART-0026,88.5,PO-414389,2025-01-19,2025-01-25,2025-01-20,1,-5,1,2025
Supplier A,PART-0067,226.96,PO-414390,2025-03-24,2025-04-08,2025-04-17,24,9,0,2025
Supplier B,PART-0007,194.01,PO-414391,2025-08-30,2025-09-17,2025-09-22,23,5,0,2025
Supplier C,PART-0026,194.73,PO-414392,2024-02-25,2024-03-21,2024-03-29,33,8,0,2024
Supplier A,PART-0009,116.38,PO-414393,2024-03-25,2024-03-29,2024-03-29,4,0,1,2024
Supplier B,PART-0022,200.29,PO-414394,2024-10-14,2024-11-05,2024-11-15,32,10,0,2024
Supplier A,PART-0096,283.78,PO-414395,2025-11-27,2025-12-18,2026-01-02,36,15,0,2025
Supplier C,PART-0052,282.73,PO-414396,2024-10-27,2024-11-12,2024-11-20,24,8,0,2024
Supplier C,PART-0037,269.37,PO-414397,2024-11-16,2024-11-29,2024-12-06,20,7,0,2024
Supplier C,PART-0040,198.04,PO-414398,2025-04-30,2025-05-12,2025-05-27,27,15,0,2025
Supplier B,PART-0008,358.2,PO-414399,2025-04-28,2025-05-09,2025-05-24,26,15,0,2025
Supplier A,PART-0039,261.37,PO-414400,2025-09-13,2025-10-03,2025-10-16,33,13,0,2025
Supplier B,PART-0097,189.98,PO-414401,2025-02-06,2025-02-27,2025-03-01,23,2,0,2025
Supplier B,PART-0060,86.28,PO-414402,2025-06-18,2025-06-23,2025-06-23,5,0,1,2025
Supplier A,PART-0060,363.64,PO-414403,2025-05-08,2025-05-31,2025-06-04,27,4,0,2025
Supplier A,PART-0003,102.19,PO-414404,2025-09-15,2025-09-18,2025-09-15,0,-3,1,2025
Supplier A,PART-0095,342.35,PO-414405,2025-12-26,2026-01-12,2026-01-23,28,11,0,2025
Supplier A,PART-0046,358.61,PO-414406,2024-05-09,2024-06-01,2024-06-02,24,1,0,2024
Supplier C,PART-0085,101.34,PO-414407,2025-10-29,2025-11-04,2025-11-03,5,-1,1,2025
Supplier A,PART-0077,338.18,PO-414408,2025-09-27,2025-10-13,2025-10-20,23,7,0,2025
Supplier C,PART-0030,266.9,PO-414409,2024-05-12,2024-05-30,2024-06-11,30,12,0,2024
Supplier A,PART-0010,72.13,PO-414410,2025-04-06,2025-04-13,2025-04-08,2,-5,1,2025
Supplier A,PART-0031,79.34,PO-414411,2024-03-01,2024-03-05,2024-03-02,1,-3,1,2024
Supplier B,PART-0094,319.47,PO-414412,2024-08-15,2024-08-25,2024-08-28,13,3,0,2024
Supplier B,PART-0063,143.76,PO-414413,2025-04-17,2025-04-23,2025-04-21,4,-2,1,2025
Supplier A,PART-0086,376.44,PO-414414,2024-03-03,2024-03-27,2024-04-03,31,7,0,2024
Supplier B,PART-0086,290.38,PO-414415,2025-12-31,2026-01-23,2026-02-01,32,9,0,2025
Supplier A,PART-0031,120.67,PO-414416,2025-08-03,2025-08-09,2025-08-04,1,-5,1,2025
Supplier B,PART-0076,332.62,PO-414417,2025-09-27,2025-10-10,2025-10-13,16,3,0,2025
Supplier B,PART-0094,213.48,PO-414418,2025-08-03,2025-08-19,2025-08-31,28,12,0,2025
Supplier B,PART-0090,351.35,PO-414419,2025-11-03,2025-11-13,2025-11-24,21,11,0,2025
Supplier A,PART-0091,397.01,PO-414420,2024-09-14,2024-10-07,2024-10-13,29,6,0,2024
